instance_id,size_class,n_stars,n_edges,difficulty_bucket,encoding,solver,solve_time,decisions,n_clauses,n_constraints,n_vars,nodes,satisfiable
stellarium_XS_011,XS,10,17,easy,sat,Cadical103,4.667090252041817e-06,0.0,105.0,,,,True
stellarium_XS_011,XS,10,17,easy,smt,Z3,0.0001913330052047968,,,12.0,,,True
stellarium_XS_011,XS,10,17,easy,ip,Gurobi,1.795799471437931e-05,,,10.0,17.0,0.0,True
stellarium_XS_012,XS,10,16,easy,sat,Cadical103,4.207948222756386e-06,0.0,97.0,,,,True
stellarium_XS_012,XS,10,16,easy,smt,Z3,0.0001666671596467495,,,10.0,,,True
stellarium_XS_012,XS,10,16,easy,ip,Gurobi,1.874985173344612e-05,,,10.0,16.0,0.0,True
stellarium_XS_013,XS,10,16,easy,sat,Cadical103,3.6670826375484467e-06,0.0,80.0,,,,True
stellarium_XS_013,XS,10,16,easy,smt,Z3,0.00017945794388651848,,,14.0,,,True
stellarium_XS_013,XS,10,16,easy,ip,Gurobi,2.0374776795506477e-05,,,10.0,16.0,0.0,True
stellarium_XS_014,XS,10,15,easy,sat,Cadical103,3.666151314973831e-06,0.0,90.0,,,,True
stellarium_XS_014,XS,10,15,easy,smt,Z3,0.00015916721895337105,,,12.0,,,True
stellarium_XS_014,XS,10,15,easy,ip,Gurobi,1.7124926671385765e-05,,,10.0,15.0,0.0,True
stellarium_XS_015,XS,9,16,easy,sat,Cadical103,4.082918167114258e-06,0.0,101.0,,,,True
stellarium_XS_015,XS,9,16,easy,smt,Z3,0.00015304191038012505,,,16.0,,,True
stellarium_XS_015,XS,9,16,easy,ip,Gurobi,1.6249949112534523e-05,,,9.0,16.0,0.0,True
stellarium_XS_016,XS,9,15,easy,sat,Cadical103,3.833090886473656e-06,0.0,87.0,,,,True
stellarium_XS_016,XS,9,15,easy,smt,Z3,0.0001743328757584095,,,9.0,,,True
stellarium_XS_016,XS,9,15,easy,ip,Gurobi,2.5790883228182793e-05,,,9.0,15.0,0.0,True
stellarium_XS_017,XS,9,14,easy,sat,Cadical103,3.291061148047447e-06,0.0,69.0,,,,True
stellarium_XS_017,XS,9,14,easy,smt,Z3,0.00018312502652406693,,,9.0,,,True
stellarium_XS_017,XS,9,14,easy,ip,Gurobi,2.3416010662913322e-05,,,9.0,14.0,0.0,True
stellarium_XS_018,XS,8,15,easy,sat,Cadical103,3.915978595614433e-06,0.0,88.0,,,,True
stellarium_XS_018,XS,8,15,easy,smt,Z3,0.0001676660031080246,,,14.0,,,True
stellarium_XS_018,XS,8,15,easy,ip,Gurobi,2.008303999900818e-05,,,8.0,15.0,0.0,True
stellarium_XS_019,XS,8,13,easy,sat,Cadical103,4.749977961182594e-06,0.0,78.0,,,,True
stellarium_XS_019,XS,8,13,easy,smt,Z3,0.00019212509505450726,,,8.0,,,True
stellarium_XS_019,XS,8,13,easy,ip,Gurobi,3.9833132177591324e-05,,,8.0,13.0,0.0,True
